locus_tag	ftype	length_bp	gene	EC_number	COG	product
ENMNMPHH_00759	CDS	981	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
ENMNMPHH_00760	CDS	777		4.2.1.150	COG1024	Crotonyl-CoA hydratase
ENMNMPHH_00761	CDS	1119			COG4663	Lactate-binding periplasmic protein
ENMNMPHH_00762	CDS	1329	siaT_1		COG1593	Sialic acid TRAP transporter permease protein SiaT
ENMNMPHH_00763	CDS	555				hypothetical protein
ENMNMPHH_00764	CDS	732	comB_1	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
ENMNMPHH_00765	CDS	771	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
ENMNMPHH_00766	CDS	1050				hypothetical protein
ENMNMPHH_00767	CDS	1176	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
ENMNMPHH_00768	CDS	894		1.13.12.16	COG2070	Nitronate monooxygenase
ENMNMPHH_00769	CDS	825	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
ENMNMPHH_00770	CDS	834	hbd_2	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
ENMNMPHH_00771	CDS	1083				hypothetical protein
ENMNMPHH_00772	CDS	987	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
ENMNMPHH_00773	CDS	1215	bcd_1	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
ENMNMPHH_00774	CDS	321				hypothetical protein
ENMNMPHH_00775	CDS	1686	atoC_2		COG2204	Regulatory protein AtoC
ENMNMPHH_00776	CDS	543				hypothetical protein
ENMNMPHH_00777	CDS	486				hypothetical protein
ENMNMPHH_00778	CDS	279				hypothetical protein
ENMNMPHH_00779	CDS	264				hypothetical protein
ENMNMPHH_00780	CDS	501				hypothetical protein
ENMNMPHH_00781	CDS	336				hypothetical protein
ENMNMPHH_00782	CDS	1122	alkA_1	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
ENMNMPHH_00783	CDS	531	sigV_1		COG1595	RNA polymerase sigma factor SigV
ENMNMPHH_00784	CDS	1347				hypothetical protein
ENMNMPHH_00785	CDS	1149	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
ENMNMPHH_00786	CDS	1266	exuT			Hexuronate transporter
ENMNMPHH_00787	CDS	1617	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ENMNMPHH_00788	CDS	882	mmgB_1	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
ENMNMPHH_00789	CDS	819	hbd_3	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
ENMNMPHH_00790	CDS	1152	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
ENMNMPHH_00791	CDS	1182	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
ENMNMPHH_00792	CDS	384				hypothetical protein
ENMNMPHH_00793	CDS	783		4.2.1.150	COG1024	Crotonyl-CoA hydratase
ENMNMPHH_00794	CDS	402		3.1.2.-	COG2050	Putative esterase
ENMNMPHH_00795	CDS	237				hypothetical protein
ENMNMPHH_00796	CDS	825	dppA_1	3.4.11.-	COG2362	D-aminopeptidase
ENMNMPHH_00797	CDS	933	dppB_1		COG0601	Dipeptide transport system permease protein DppB
ENMNMPHH_00798	CDS	948	dppC_2		COG1173	Dipeptide transport system permease protein DppC
ENMNMPHH_00799	CDS	996	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
ENMNMPHH_00800	CDS	1617	dppE_2		COG4166	Dipeptide-binding protein DppE
ENMNMPHH_00801	CDS	924	ykfA_1	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
ENMNMPHH_00802	CDS	1104	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
ENMNMPHH_00803	CDS	921	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
ENMNMPHH_00804	CDS	1005	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
ENMNMPHH_00805	CDS	795				hypothetical protein
ENMNMPHH_00806	CDS	420				hypothetical protein
ENMNMPHH_00807	CDS	1245	kinA_1	2.7.13.3	COG0642	Sporulation kinase A
ENMNMPHH_00808	CDS	858		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
ENMNMPHH_00809	CDS	918	exuR_2		COG1609	putative HTH-type transcriptional repressor ExuR
ENMNMPHH_00810	CDS	1767	nplT_2	3.2.1.135		Neopullulanase
ENMNMPHH_00811	CDS	1035	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
ENMNMPHH_00812	CDS	3114	wprA	3.4.21.-	COG1404	Cell wall-associated protease
ENMNMPHH_00813	CDS	1482	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
ENMNMPHH_00814	CDS	642				hypothetical protein
ENMNMPHH_00815	CDS	948	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
ENMNMPHH_00816	CDS	1521	opuBB		COG1174	Choline transport system permease protein OpuBB
ENMNMPHH_00817	CDS	531	adaA_1	2.1.1.-	COG2169	Bifunctional transcriptional activator/DNA repair enzyme AdaA
ENMNMPHH_00818	CDS	504	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
ENMNMPHH_00819	CDS	930			COG0664	putative NTE family protein
ENMNMPHH_00820	CDS	1629				hypothetical protein
ENMNMPHH_00821	CDS	1182	nupC		COG1972	Nucleoside permease NupC
ENMNMPHH_00822	CDS	618				hypothetical protein
ENMNMPHH_00823	CDS	744	glnQ	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
ENMNMPHH_00824	CDS	666	artQ_1		COG0765	Arginine transport system permease protein ArtQ
ENMNMPHH_00825	CDS	780	fliY		COG0834	L-cystine-binding protein FliY
ENMNMPHH_00826	CDS	504				hypothetical protein
ENMNMPHH_00827	CDS	1263	yceD_1		COG2310	General stress protein 16U
ENMNMPHH_00828	CDS	234				hypothetical protein
ENMNMPHH_00829	CDS	423	ydaG_1		COG3871	General stress protein 26
ENMNMPHH_00830	CDS	1452	dprE1_1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
ENMNMPHH_00831	CDS	609	mdtG_1			Multidrug resistance protein MdtG
ENMNMPHH_00832	CDS	444	bltD_1	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
ENMNMPHH_00833	CDS	426				hypothetical protein
ENMNMPHH_00834	CDS	1758	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
ENMNMPHH_00835	CDS	1461	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
ENMNMPHH_00836	CDS	1185	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
ENMNMPHH_00837	CDS	756	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
ENMNMPHH_00838	CDS	726	yvoA_1		COG2188	HTH-type transcriptional repressor YvoA
ENMNMPHH_00839	CDS	909	murQ_1	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
ENMNMPHH_00840	CDS	801	nap	3.1.1.1	COG0596	putative carboxylesterase nap
ENMNMPHH_00841	CDS	198	cspB		COG1278	Cold shock protein CspB
ENMNMPHH_00842	CDS	342				hypothetical protein
ENMNMPHH_00843	CDS	645				hypothetical protein
ENMNMPHH_00844	CDS	1542	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
ENMNMPHH_00845	CDS	1878	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
ENMNMPHH_00846	CDS	357				hypothetical protein
ENMNMPHH_00847	CDS	795	ftsE_1		COG2884	Cell division ATP-binding protein FtsE
ENMNMPHH_00848	CDS	972				hypothetical protein
ENMNMPHH_00849	CDS	984				hypothetical protein
ENMNMPHH_00850	CDS	381				hypothetical protein
ENMNMPHH_00851	CDS	4053	vpr_1	3.4.21.-	COG1404	Minor extracellular protease vpr
ENMNMPHH_00852	CDS	1245				hypothetical protein
ENMNMPHH_00853	CDS	330				hypothetical protein
ENMNMPHH_00854	CDS	561				hypothetical protein
ENMNMPHH_00855	CDS	954	liaG		COG3595	Protein LiaG
ENMNMPHH_00856	CDS	948	isp_1	3.4.21.-	COG1404	Major intracellular serine protease
ENMNMPHH_00857	CDS	1662				hypothetical protein
ENMNMPHH_00858	CDS	747				hypothetical protein
ENMNMPHH_00859	CDS	489				hypothetical protein
ENMNMPHH_00860	CDS	708				hypothetical protein
ENMNMPHH_00861	CDS	582				hypothetical protein
ENMNMPHH_00862	CDS	408				hypothetical protein
ENMNMPHH_00863	CDS	198				hypothetical protein
ENMNMPHH_00864	CDS	477				hypothetical protein
ENMNMPHH_00865	CDS	1449	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
ENMNMPHH_00866	CDS	579	yceD_2		COG2310	General stress protein 16U
ENMNMPHH_00867	CDS	666				hypothetical protein
ENMNMPHH_00868	CDS	909	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
ENMNMPHH_00869	CDS	858	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
ENMNMPHH_00870	CDS	1371				PTS system EIIBC component
ENMNMPHH_00871	CDS	1011				hypothetical protein
ENMNMPHH_00872	CDS	1362	flp_1			Protein flp
ENMNMPHH_00873	CDS	1920	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
ENMNMPHH_00874	CDS	1242				hypothetical protein
ENMNMPHH_00875	CDS	354				hypothetical protein
ENMNMPHH_00876	CDS	159				hypothetical protein
ENMNMPHH_00877	CDS	609				hypothetical protein
ENMNMPHH_00878	CDS	630				hypothetical protein
ENMNMPHH_00879	CDS	864	rsbRD_3			RsbT co-antagonist protein RsbRD
ENMNMPHH_00880	CDS	792	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
ENMNMPHH_00881	CDS	699	mprA			Response regulator MprA
ENMNMPHH_00882	CDS	1362	arlS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase ArlS
ENMNMPHH_00883	CDS	702				hypothetical protein
ENMNMPHH_00884	CDS	555	ykoJ		COG3212	putative protein YkoJ
ENMNMPHH_00885	CDS	105				hypothetical protein
ENMNMPHH_00886	CDS	1524	yqiK		COG2268	Inner membrane protein YqiK
ENMNMPHH_00887	CDS	546	yuaF			putative membrane protein YuaF
ENMNMPHH_00888	CDS	1101	cdaR_1		COG3835	Carbohydrate diacid regulator
ENMNMPHH_00889	CDS	1269	gntP		COG2610	High-affinity gluconate transporter
ENMNMPHH_00890	CDS	1134	garK	2.7.1.165	COG1929	Glycerate 2-kinase
ENMNMPHH_00891	CDS	666	sphR_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
ENMNMPHH_00892	CDS	1365	baeS_2	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
ENMNMPHH_00893	CDS	726				hypothetical protein
ENMNMPHH_00894	CDS	1332				hypothetical protein
ENMNMPHH_00895	CDS	519	sigV_2		COG1595	RNA polymerase sigma factor SigV
ENMNMPHH_00896	CDS	1092	gfo_1	1.1.99.28		Glucose--fructose oxidoreductase
ENMNMPHH_00897	CDS	1026	gfo_2	1.1.99.28		Glucose--fructose oxidoreductase
ENMNMPHH_00898	CDS	759	iolE_3	4.2.1.44	COG1082	Inosose dehydratase
ENMNMPHH_00899	CDS	969				hypothetical protein
ENMNMPHH_00900	CDS	1005	ccpA_4		COG1609	Catabolite control protein A
ENMNMPHH_00901	CDS	333				hypothetical protein
ENMNMPHH_00902	CDS	402				hypothetical protein
ENMNMPHH_00903	CDS	204				hypothetical protein
ENMNMPHH_00904	CDS	441	ohrR			Organic hydroperoxide resistance transcriptional regulator
ENMNMPHH_00905	CDS	414	ohrA_1		COG1764	Organic hydroperoxide resistance protein OhrA
ENMNMPHH_00906	CDS	234	apr	3.4.21.62	COG1404	Subtilisin BPN'
ENMNMPHH_00907	CDS	525	aprE_1	3.4.21.62	COG1404	Subtilisin E
ENMNMPHH_00908	CDS	342	aprN_1	3.4.21.62		Subtilisin NAT
ENMNMPHH_00909	CDS	1254	nprA			Transcriptional activator NprA
ENMNMPHH_00910	CDS	156				hypothetical protein
ENMNMPHH_00911	CDS	1728	mcpB_1		COG0840	Methyl-accepting chemotaxis protein McpB
ENMNMPHH_00912	CDS	363	tnrA		COG0789	HTH-type transcriptional regulator TnrA
ENMNMPHH_00913	CDS	156				hypothetical protein
ENMNMPHH_00914	CDS	312				hypothetical protein
ENMNMPHH_00915	CDS	186	ykoL			Stress response protein YkoL
ENMNMPHH_00916	CDS	138				hypothetical protein
ENMNMPHH_00917	CDS	594	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
ENMNMPHH_00918	CDS	180				hypothetical protein
ENMNMPHH_00919	CDS	459	mhqR_1		COG1846	HTH-type transcriptional regulator MhqR
ENMNMPHH_00920	CDS	339				hypothetical protein
ENMNMPHH_00921	CDS	810				hypothetical protein
ENMNMPHH_00922	CDS	3225	swrC_2		COG0841	Swarming motility protein SwrC
ENMNMPHH_00923	CDS	1845	ligd		COG1793	Bifunctional non-homologous end joining protein LigD
ENMNMPHH_00924	CDS	531	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
ENMNMPHH_00925	CDS	858	ku		COG1273	Non-homologous end joining protein Ku
ENMNMPHH_00926	CDS	1488	gabD2	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
ENMNMPHH_00927	CDS	771	uppP_2	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
ENMNMPHH_00928	CDS	612				hypothetical protein
ENMNMPHH_00929	CDS	798				hypothetical protein
ENMNMPHH_00930	CDS	747	sigI			RNA polymerase sigma factor SigI
ENMNMPHH_00931	CDS	1173	rsgI			Anti-sigma-I factor RsgI
ENMNMPHH_00932	CDS	207	sspD			Small, acid-soluble spore protein D
ENMNMPHH_00933	CDS	1197	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
ENMNMPHH_00934	CDS	690				hypothetical protein
ENMNMPHH_00935	CDS	879	htpX_3	3.4.24.-	COG0501	Protease HtpX
ENMNMPHH_00936	CDS	1347	ktrB_1		COG0168	Ktr system potassium uptake protein B
ENMNMPHH_00937	CDS	2013	pbp		COG0768	Beta-lactam-inducible penicillin-binding protein
ENMNMPHH_00938	CDS	603	msrR_1		COG1316	Regulatory protein MsrR
ENMNMPHH_00939	CDS	333	msrR_2		COG1316	Regulatory protein MsrR
ENMNMPHH_00940	CDS	1557	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
ENMNMPHH_00941	CDS	336				hypothetical protein
ENMNMPHH_00942	CDS	138				hypothetical protein
ENMNMPHH_00943	CDS	177				hypothetical protein
ENMNMPHH_00944	CDS	180				hypothetical protein
ENMNMPHH_00945	CDS	1767	bchE	1.21.98.3		Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
ENMNMPHH_00946	CDS	1047				hypothetical protein
ENMNMPHH_00947	CDS	2187	kinE_1	2.7.13.3	COG2202	Sporulation kinase E
ENMNMPHH_00948	CDS	495	ogt_2	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
ENMNMPHH_00949	CDS	831	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
ENMNMPHH_00950	CDS	582	sdpR_2		COG0640	Transcriptional repressor SdpR
ENMNMPHH_00951	CDS	477				hypothetical protein
ENMNMPHH_00952	CDS	1005	rbsC_2		COG1172	Ribose import permease protein RbsC
ENMNMPHH_00953	CDS	1545	rbsA_2	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
ENMNMPHH_00954	CDS	1128	xypA		COG1879	Xylitol-binding protein
ENMNMPHH_00955	CDS	1059	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
ENMNMPHH_00956	CDS	1191	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
ENMNMPHH_00957	CDS	789	yafV_2	3.5.1.3		Omega-amidase YafV
ENMNMPHH_00958	CDS	1173	bacF	2.6.1.-	COG0436	Transaminase BacF
ENMNMPHH_00959	CDS	1239	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
ENMNMPHH_00960	CDS	663	mtnX_1	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
ENMNMPHH_00961	CDS	639	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
ENMNMPHH_00962	CDS	534	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
ENMNMPHH_00963	CDS	657				hypothetical protein
ENMNMPHH_00964	CDS	249	spo0E_1	3.1.3.-		Aspartyl-phosphate phosphatase Spo0E
ENMNMPHH_00965	CDS	732	zupT_1		COG0428	Zinc transporter ZupT
ENMNMPHH_00966	CDS	948	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
ENMNMPHH_00967	CDS	1461	kinD	2.7.13.3		Sporulation kinase D
ENMNMPHH_00968	CDS	1542	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
ENMNMPHH_00969	CDS	450	mhqR_2		COG1846	HTH-type transcriptional regulator MhqR
ENMNMPHH_00970	CDS	477				hypothetical protein
ENMNMPHH_00971	CDS	756	motB		COG1360	Motility protein B
ENMNMPHH_00972	CDS	792	pomA		COG1291	Chemotaxis protein PomA
ENMNMPHH_00973	CDS	1695				hypothetical protein
ENMNMPHH_00974	CDS	516	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
ENMNMPHH_00975	CDS	864				hypothetical protein
ENMNMPHH_00976	CDS	207				hypothetical protein
ENMNMPHH_00977	CDS	354				hypothetical protein
ENMNMPHH_00978	CDS	1014	spoVAD_1			Stage V sporulation protein AD
ENMNMPHH_00979	CDS	477				hypothetical protein
ENMNMPHH_00980	CDS	465				hypothetical protein
ENMNMPHH_00981	CDS	204				hypothetical protein
ENMNMPHH_00982	CDS	648				hypothetical protein
ENMNMPHH_00983	CDS	2073	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
ENMNMPHH_00984	CDS	1056				hypothetical protein
ENMNMPHH_00985	CDS	1344				hypothetical protein
ENMNMPHH_00986	CDS	126				hypothetical protein
ENMNMPHH_00987	CDS	1296			COG4325	putative protein
ENMNMPHH_00988	CDS	663	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
ENMNMPHH_00989	CDS	438	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
ENMNMPHH_00990	CDS	729	queE_1	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
ENMNMPHH_00991	CDS	516	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
ENMNMPHH_00992	CDS	234	cspLA_1		COG1278	Cold shock-like protein CspLA
ENMNMPHH_00993	CDS	225				hypothetical protein
ENMNMPHH_00994	CDS	327	atl		COG3695	DNA base-flipping protein
ENMNMPHH_00995	CDS	675	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
ENMNMPHH_00996	CDS	792	smc_1			Chromosome partition protein Smc
ENMNMPHH_00997	CDS	798	yocH_1		COG1388	Cell wall-binding protein YocH
ENMNMPHH_00998	CDS	501	mshD_1	2.3.1.189		Mycothiol acetyltransferase
ENMNMPHH_00999	CDS	189				hypothetical protein
ENMNMPHH_01000	CDS	867				hypothetical protein
ENMNMPHH_01001	CDS	648	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
ENMNMPHH_01002	CDS	195				hypothetical protein
ENMNMPHH_01003	CDS	492	sigS		COG1595	RNA polymerase sigma factor SigS
ENMNMPHH_01004	CDS	591	ykvT		COG3773	putative protein YkvT
ENMNMPHH_01005	CDS	1485	gerAA_3			Spore germination protein A1
ENMNMPHH_01006	CDS	1101	yndE_1			Spore germination protein YndE
ENMNMPHH_01007	CDS	1071				hypothetical protein
ENMNMPHH_01008	CDS	1329	ykvU		COG2244	Sporulation protein YkvU
ENMNMPHH_01009	CDS	1221	nupX_1		COG1972	Putative nucleoside permease NupX
ENMNMPHH_01010	CDS	363				hypothetical protein
ENMNMPHH_01011	CDS	135				hypothetical protein
ENMNMPHH_01012	CDS	552	ydaF_2	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
ENMNMPHH_01013	CDS	1911	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
ENMNMPHH_01014	CDS	204				hypothetical protein
ENMNMPHH_01015	CDS	1371	atoE		COG2031	Putative short-chain fatty acid transporter
ENMNMPHH_01016	CDS	2160				hypothetical protein
ENMNMPHH_01017	CDS	336	yflH_1			putative protein YflH
ENMNMPHH_01018	CDS	1113		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
ENMNMPHH_01019	CDS	1521	crtP_2	1.14.99.44	COG1233	Diapolycopene oxygenase
ENMNMPHH_01020	CDS	1104	crtQ	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
ENMNMPHH_01021	CDS	534				hypothetical protein
ENMNMPHH_01022	CDS	1104		3.4.-.-		putative peptidase
ENMNMPHH_01023	CDS	849	yokF	3.1.-.-	COG1525	SPBc2 prophage-derived endonuclease YokF
ENMNMPHH_01024	CDS	1020	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
ENMNMPHH_01025	CDS	1713	mcpB_2		COG0840	Methyl-accepting chemotaxis protein McpB
ENMNMPHH_01026	CDS	1230	ynjB		COG4134	Protein YnjB
ENMNMPHH_01027	CDS	1662	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
ENMNMPHH_01028	CDS	987	cysA_1	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
ENMNMPHH_01029	CDS	654			COG0398	TVP38/TMEM64 family membrane protein
ENMNMPHH_01030	CDS	582	ynjF		COG0558	Inner membrane protein YnjF
ENMNMPHH_01031	CDS	1425	merA_1	1.16.1.1		Mercuric reductase
ENMNMPHH_01032	CDS	1077		1.6.99.-		NADH dehydrogenase-like protein
ENMNMPHH_01033	CDS	477				hypothetical protein
ENMNMPHH_01034	CDS	219				hypothetical protein
ENMNMPHH_01035	CDS	219				hypothetical protein
ENMNMPHH_01036	CDS	138				hypothetical protein
ENMNMPHH_01037	CDS	864	fieF_2		COG0053	Ferrous-iron efflux pump FieF
ENMNMPHH_01038	CDS	255				hypothetical protein
ENMNMPHH_01039	CDS	138				hypothetical protein
ENMNMPHH_01040	CDS	2400			COG2200	putative signaling protein
ENMNMPHH_01041	CDS	810	cof	3.6.1.-	COG0561	HMP-PP phosphatase
ENMNMPHH_01042	CDS	420				hypothetical protein
ENMNMPHH_01043	CDS	390				hypothetical protein
ENMNMPHH_01044	CDS	843	glcT		COG3711	PtsGHI operon antiterminator
ENMNMPHH_01045	CDS	2097	ptsG	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
ENMNMPHH_01046	CDS	267	ptsH_1		COG1925	Phosphocarrier protein HPr
ENMNMPHH_01047	CDS	1716	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
ENMNMPHH_01048	CDS	1539	kinA_2	2.7.13.3	COG0642	Sporulation kinase A
ENMNMPHH_01049	CDS	246				hypothetical protein
ENMNMPHH_01050	CDS	1029	splB	4.1.99.14	COG1533	Spore photoproduct lyase
ENMNMPHH_01051	CDS	786	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ENMNMPHH_01052	CDS	474				hypothetical protein
ENMNMPHH_01053	CDS	501				hypothetical protein
ENMNMPHH_01054	CDS	876	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
ENMNMPHH_01055	CDS	438	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
ENMNMPHH_01056	CDS	759				hypothetical protein
ENMNMPHH_01057	CDS	2118	pbpH_1		COG0768	Penicillin-binding protein H
ENMNMPHH_01058	CDS	660	ahpD	1.11.1.15		Alkyl hydroperoxide reductase AhpD
ENMNMPHH_01059	CDS	174				hypothetical protein
ENMNMPHH_01060	CDS	1830	kinA_3	2.7.13.3	COG0642	Sporulation kinase A
ENMNMPHH_01061	CDS	1152	patA_1	2.6.1.-	COG0436	Putative N-acetyl-LL-diaminopimelate aminotransferase
ENMNMPHH_01062	CDS	972	corA_1		COG0598	Cobalt/magnesium transport protein CorA
ENMNMPHH_01063	CDS	180				hypothetical protein
ENMNMPHH_01064	CDS	555	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
ENMNMPHH_01065	CDS	417				hypothetical protein
ENMNMPHH_01066	CDS	198				hypothetical protein
ENMNMPHH_01067	CDS	465	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
ENMNMPHH_01068	CDS	558				hypothetical protein
ENMNMPHH_01069	CDS	1248	kinE_2	2.7.13.3	COG2202	Sporulation kinase E
ENMNMPHH_01070	CDS	486				hypothetical protein
ENMNMPHH_01071	CDS	90				hypothetical protein
ENMNMPHH_01072	CDS	1284	pbuO_1		COG2252	Guanine/hypoxanthine permease PbuO
ENMNMPHH_01073	CDS	1320				hypothetical protein
ENMNMPHH_01074	CDS	903	cheV		COG0784	Chemotaxis protein CheV
ENMNMPHH_01075	CDS	549	rsh	2.7.6.5	COG0317	GTP pyrophosphokinase rsh
ENMNMPHH_01076	CDS	468				hypothetical protein
ENMNMPHH_01077	CDS	1509		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 3
ENMNMPHH_01078	CDS	1296				hypothetical protein
ENMNMPHH_01079	CDS	498	ykuD_1	2.-.-.-	COG1376	Putative L,D-transpeptidase YkuD
ENMNMPHH_01080	CDS	1530	ppx	3.6.1.11	COG0248	Exopolyphosphatase
ENMNMPHH_01081	CDS	2112	ppk	2.7.4.1	COG0855	Polyphosphate kinase
ENMNMPHH_01082	CDS	2100	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
ENMNMPHH_01083	CDS	861	lpxG_1	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
ENMNMPHH_01084	CDS	765	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
ENMNMPHH_01085	CDS	1218	ykuI		COG2200	putative EAL-domain containing protein YkuI
ENMNMPHH_01086	CDS	240				hypothetical protein
ENMNMPHH_01087	CDS	690				hypothetical protein
ENMNMPHH_01088	CDS	249	ydbD_3	1.11.1.6	COG3546	putative manganese catalase
ENMNMPHH_01089	CDS	222				hypothetical protein
ENMNMPHH_01090	CDS	426				hypothetical protein
ENMNMPHH_01091	CDS	246				hypothetical protein
ENMNMPHH_01092	CDS	969	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
ENMNMPHH_01093	CDS	237	ykuJ		COG4703	putative protein YkuJ
ENMNMPHH_01094	CDS	150				hypothetical protein
ENMNMPHH_01095	CDS	519				hypothetical protein
ENMNMPHH_01096	CDS	192	ykzF			putative protein YkzF
ENMNMPHH_01097	CDS	447	ykuL		COG0517	CBS domain-containing protein YkuL
ENMNMPHH_01098	CDS	210				hypothetical protein
ENMNMPHH_01099	CDS	1515	bmr3_1			Multidrug resistance protein 3
ENMNMPHH_01100	CDS	366				hypothetical protein
ENMNMPHH_01101	CDS	732	yfcA_1		COG0730	putative membrane transporter protein YfcA
ENMNMPHH_01102	CDS	879	cmpR			HTH-type transcriptional activator CmpR
ENMNMPHH_01103	CDS	285				Flavodoxin
